"","CNames","SUNSID","Acres","BUFF_DIST","Method","People","Start","Buffer","Area"
"3801","Buff05km","GUL01",NA,500,"Landscan Sum",11,"Point","Buffer 0.5km","Full Buffer"
"3802","Buff05km","GUL01",NA,500,"Census Population",13.8990603824517,"Point","Buffer 0.5km","Full Buffer"
"3803","Buff05km","GUL01",NA,500,"Parcel Building Count",19,"Point","Buffer 0.5km","Full Buffer"
"3804","Buff05km","GUL01",NA,500,"Residential Parcels",19,"Point","Buffer 0.5km","Full Buffer"
"3805","Buff05km","GUL01",NA,500,"All Parcels",69,"Point","Buffer 0.5km","Full Buffer"
"3806","Buff05km","GUL02",NA,500,"Landscan Sum",10,"Point","Buffer 0.5km","Full Buffer"
"3807","Buff05km","GUL02",NA,500,"Census Population",18.3000459200637,"Point","Buffer 0.5km","Full Buffer"
"3808","Buff05km","GUL02",NA,500,"Parcel Building Count",25,"Point","Buffer 0.5km","Full Buffer"
"3809","Buff05km","GUL02",NA,500,"Residential Parcels",31,"Point","Buffer 0.5km","Full Buffer"
"3810","Buff05km","GUL02",NA,500,"All Parcels",78,"Point","Buffer 0.5km","Full Buffer"
"3811","Buff05km","LYN01",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3812","Buff05km","LYN01",NA,500,"Census Population",5.58193602279808,"Point","Buffer 0.5km","Full Buffer"
"3813","Buff05km","LYN01",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3814","Buff05km","LYN01",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3815","Buff05km","LYN01",NA,500,"All Parcels",3,"Point","Buffer 0.5km","Full Buffer"
"3816","Buff05km","LYN02",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3817","Buff05km","LYN02",NA,500,"Census Population",18.6345434871426,"Point","Buffer 0.5km","Full Buffer"
"3818","Buff05km","LYN02",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3819","Buff05km","LYN02",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3820","Buff05km","LYN02",NA,500,"All Parcels",8,"Point","Buffer 0.5km","Full Buffer"
"3821","Buff05km","LYN03",NA,500,"Landscan Sum",359,"Point","Buffer 0.5km","Full Buffer"
"3822","Buff05km","LYN03",NA,500,"Census Population",284.537411866335,"Point","Buffer 0.5km","Full Buffer"
"3823","Buff05km","LYN03",NA,500,"Parcel Building Count",108,"Point","Buffer 0.5km","Full Buffer"
"3824","Buff05km","LYN03",NA,500,"Residential Parcels",128,"Point","Buffer 0.5km","Full Buffer"
"3825","Buff05km","LYN03",NA,500,"All Parcels",168,"Point","Buffer 0.5km","Full Buffer"
"3826","Buff05km","LYN05",NA,500,"Landscan Sum",384,"Point","Buffer 0.5km","Full Buffer"
"3827","Buff05km","LYN05",NA,500,"Census Population",530.523220035135,"Point","Buffer 0.5km","Full Buffer"
"3828","Buff05km","LYN05",NA,500,"Parcel Building Count",179,"Point","Buffer 0.5km","Full Buffer"
"3829","Buff05km","LYN05",NA,500,"Residential Parcels",193,"Point","Buffer 0.5km","Full Buffer"
"3830","Buff05km","LYN05",NA,500,"All Parcels",234,"Point","Buffer 0.5km","Full Buffer"
"3831","Buff05km","MEX01",NA,500,"Landscan Sum",32,"Point","Buffer 0.5km","Full Buffer"
"3832","Buff05km","MEX01",NA,500,"Census Population",24.9577131439644,"Point","Buffer 0.5km","Full Buffer"
"3833","Buff05km","MEX01",NA,500,"Parcel Building Count",121,"Point","Buffer 0.5km","Full Buffer"
"3834","Buff05km","MEX01",NA,500,"Residential Parcels",105,"Point","Buffer 0.5km","Full Buffer"
"3835","Buff05km","MEX01",NA,500,"All Parcels",187,"Point","Buffer 0.5km","Full Buffer"
"3836","Buff05km","MEX02",NA,500,"Landscan Sum",118,"Point","Buffer 0.5km","Full Buffer"
"3837","Buff05km","MEX02",NA,500,"Census Population",119.376649834726,"Point","Buffer 0.5km","Full Buffer"
"3838","Buff05km","MEX02",NA,500,"Parcel Building Count",193,"Point","Buffer 0.5km","Full Buffer"
"3839","Buff05km","MEX02",NA,500,"Residential Parcels",194,"Point","Buffer 0.5km","Full Buffer"
"3840","Buff05km","MEX02",NA,500,"All Parcels",430,"Point","Buffer 0.5km","Full Buffer"
"3841","Buff05km","MEX03",NA,500,"Landscan Sum",72,"Point","Buffer 0.5km","Full Buffer"
"3842","Buff05km","MEX03",NA,500,"Census Population",127.382385850491,"Point","Buffer 0.5km","Full Buffer"
"3843","Buff05km","MEX03",NA,500,"Parcel Building Count",159,"Point","Buffer 0.5km","Full Buffer"
"3844","Buff05km","MEX03",NA,500,"Residential Parcels",168,"Point","Buffer 0.5km","Full Buffer"
"3845","Buff05km","MEX03",NA,500,"All Parcels",328,"Point","Buffer 0.5km","Full Buffer"
"3846","Buff05km","MEX04",NA,500,"Landscan Sum",3,"Point","Buffer 0.5km","Full Buffer"
"3847","Buff05km","MEX04",NA,500,"Census Population",15.141244154396,"Point","Buffer 0.5km","Full Buffer"
"3848","Buff05km","MEX04",NA,500,"Parcel Building Count",3,"Point","Buffer 0.5km","Full Buffer"
"3849","Buff05km","MEX04",NA,500,"Residential Parcels",17,"Point","Buffer 0.5km","Full Buffer"
"3850","Buff05km","MEX04",NA,500,"All Parcels",30,"Point","Buffer 0.5km","Full Buffer"
"3851","Buff05km","PAN01",NA,500,"Landscan Sum",11,"Point","Buffer 0.5km","Full Buffer"
"3852","Buff05km","PAN01",NA,500,"Census Population",8.29550386023784,"Point","Buffer 0.5km","Full Buffer"
"3853","Buff05km","PAN01",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3854","Buff05km","PAN01",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3855","Buff05km","PAN01",NA,500,"All Parcels",27,"Point","Buffer 0.5km","Full Buffer"
"3856","Buff05km","PAN03",NA,500,"Landscan Sum",468,"Point","Buffer 0.5km","Full Buffer"
"3857","Buff05km","PAN03",NA,500,"Census Population",532.944249516883,"Point","Buffer 0.5km","Full Buffer"
"3858","Buff05km","PAN03",NA,500,"Parcel Building Count",75,"Point","Buffer 0.5km","Full Buffer"
"3859","Buff05km","PAN03",NA,500,"Residential Parcels",41,"Point","Buffer 0.5km","Full Buffer"
"3860","Buff05km","PAN03",NA,500,"All Parcels",79,"Point","Buffer 0.5km","Full Buffer"
"3861","Buff05km","PAN04",NA,500,"Landscan Sum",248,"Point","Buffer 0.5km","Full Buffer"
"3862","Buff05km","PAN04",NA,500,"Census Population",218.267633487852,"Point","Buffer 0.5km","Full Buffer"
"3863","Buff05km","PAN04",NA,500,"Parcel Building Count",126,"Point","Buffer 0.5km","Full Buffer"
"3864","Buff05km","PAN04",NA,500,"Residential Parcels",90,"Point","Buffer 0.5km","Full Buffer"
"3865","Buff05km","PAN04",NA,500,"All Parcels",141,"Point","Buffer 0.5km","Full Buffer"
"3866","Buff05km","PAN05",NA,500,"Landscan Sum",734,"Point","Buffer 0.5km","Full Buffer"
"3867","Buff05km","PAN05",NA,500,"Census Population",716.785162515926,"Point","Buffer 0.5km","Full Buffer"
"3868","Buff05km","PAN05",NA,500,"Parcel Building Count",372,"Point","Buffer 0.5km","Full Buffer"
"3869","Buff05km","PAN05",NA,500,"Residential Parcels",325,"Point","Buffer 0.5km","Full Buffer"
"3870","Buff05km","PAN05",NA,500,"All Parcels",399,"Point","Buffer 0.5km","Full Buffer"
"3871","Buff05km","PAN07",NA,500,"Landscan Sum",682,"Point","Buffer 0.5km","Full Buffer"
"3872","Buff05km","PAN07",NA,500,"Census Population",812.481187963706,"Point","Buffer 0.5km","Full Buffer"
"3873","Buff05km","PAN07",NA,500,"Parcel Building Count",382,"Point","Buffer 0.5km","Full Buffer"
"3874","Buff05km","PAN07",NA,500,"Residential Parcels",382,"Point","Buffer 0.5km","Full Buffer"
"3875","Buff05km","PAN07",NA,500,"All Parcels",418,"Point","Buffer 0.5km","Full Buffer"
"3876","Buff05km","PAN09",NA,500,"Landscan Sum",418,"Point","Buffer 0.5km","Full Buffer"
"3877","Buff05km","PAN09",NA,500,"Census Population",549.029152074003,"Point","Buffer 0.5km","Full Buffer"
"3878","Buff05km","PAN09",NA,500,"Parcel Building Count",249,"Point","Buffer 0.5km","Full Buffer"
"3879","Buff05km","PAN09",NA,500,"Residential Parcels",250,"Point","Buffer 0.5km","Full Buffer"
"3880","Buff05km","PAN09",NA,500,"All Parcels",281,"Point","Buffer 0.5km","Full Buffer"
"3881","Buff05km","PAN10",NA,500,"Landscan Sum",484,"Point","Buffer 0.5km","Full Buffer"
"3882","Buff05km","PAN10",NA,500,"Census Population",522.39603788633,"Point","Buffer 0.5km","Full Buffer"
"3883","Buff05km","PAN10",NA,500,"Parcel Building Count",341,"Point","Buffer 0.5km","Full Buffer"
"3884","Buff05km","PAN10",NA,500,"Residential Parcels",347,"Point","Buffer 0.5km","Full Buffer"
"3885","Buff05km","PAN10",NA,500,"All Parcels",382,"Point","Buffer 0.5km","Full Buffer"
"3886","Buff05km","PAN11",NA,500,"Landscan Sum",154,"Point","Buffer 0.5km","Full Buffer"
"3887","Buff05km","PAN11",NA,500,"Census Population",149.168914292679,"Point","Buffer 0.5km","Full Buffer"
"3888","Buff05km","PAN11",NA,500,"Parcel Building Count",107,"Point","Buffer 0.5km","Full Buffer"
"3889","Buff05km","PAN11",NA,500,"Residential Parcels",68,"Point","Buffer 0.5km","Full Buffer"
"3890","Buff05km","PAN11",NA,500,"All Parcels",146,"Point","Buffer 0.5km","Full Buffer"
"3891","Buff05km","PAN12",NA,500,"Landscan Sum",588,"Point","Buffer 0.5km","Full Buffer"
"3892","Buff05km","PAN12",NA,500,"Census Population",557.04301062221,"Point","Buffer 0.5km","Full Buffer"
"3893","Buff05km","PAN12",NA,500,"Parcel Building Count",376,"Point","Buffer 0.5km","Full Buffer"
"3894","Buff05km","PAN12",NA,500,"Residential Parcels",300,"Point","Buffer 0.5km","Full Buffer"
"3895","Buff05km","PAN12",NA,500,"All Parcels",424,"Point","Buffer 0.5km","Full Buffer"
"3896","Buff05km","PAN13",NA,500,"Landscan Sum",267,"Point","Buffer 0.5km","Full Buffer"
"3897","Buff05km","PAN13",NA,500,"Census Population",202.299476749236,"Point","Buffer 0.5km","Full Buffer"
"3898","Buff05km","PAN13",NA,500,"Parcel Building Count",121,"Point","Buffer 0.5km","Full Buffer"
"3899","Buff05km","PAN13",NA,500,"Residential Parcels",119,"Point","Buffer 0.5km","Full Buffer"
"3900","Buff05km","PAN13",NA,500,"All Parcels",144,"Point","Buffer 0.5km","Full Buffer"
"3901","Buff05km","PAN14",NA,500,"Landscan Sum",650,"Point","Buffer 0.5km","Full Buffer"
"3902","Buff05km","PAN14",NA,500,"Census Population",659.026459298687,"Point","Buffer 0.5km","Full Buffer"
"3903","Buff05km","PAN14",NA,500,"Parcel Building Count",290,"Point","Buffer 0.5km","Full Buffer"
"3904","Buff05km","PAN14",NA,500,"Residential Parcels",214,"Point","Buffer 0.5km","Full Buffer"
"3905","Buff05km","PAN14",NA,500,"All Parcels",318,"Point","Buffer 0.5km","Full Buffer"
"3906","Buff05km","PAN15",NA,500,"Landscan Sum",2,"Point","Buffer 0.5km","Full Buffer"
"3907","Buff05km","PAN15",NA,500,"Census Population",29.565337884021,"Point","Buffer 0.5km","Full Buffer"
"3908","Buff05km","PAN15",NA,500,"Parcel Building Count",96,"Point","Buffer 0.5km","Full Buffer"
"3909","Buff05km","PAN15",NA,500,"Residential Parcels",11,"Point","Buffer 0.5km","Full Buffer"
"3910","Buff05km","PAN15",NA,500,"All Parcels",134,"Point","Buffer 0.5km","Full Buffer"
"3911","Buff05km","PAN16",NA,500,"Landscan Sum",372,"Point","Buffer 0.5km","Full Buffer"
"3912","Buff05km","PAN16",NA,500,"Census Population",262.912604220632,"Point","Buffer 0.5km","Full Buffer"
"3913","Buff05km","PAN16",NA,500,"Parcel Building Count",190,"Point","Buffer 0.5km","Full Buffer"
"3914","Buff05km","PAN16",NA,500,"Residential Parcels",182,"Point","Buffer 0.5km","Full Buffer"
"3915","Buff05km","PAN16",NA,500,"All Parcels",277,"Point","Buffer 0.5km","Full Buffer"
"3916","Buff05km","PAN17",NA,500,"Landscan Sum",449,"Point","Buffer 0.5km","Full Buffer"
"3917","Buff05km","PAN17",NA,500,"Census Population",583.182899261592,"Point","Buffer 0.5km","Full Buffer"
"3918","Buff05km","PAN17",NA,500,"Parcel Building Count",320,"Point","Buffer 0.5km","Full Buffer"
"3919","Buff05km","PAN17",NA,500,"Residential Parcels",324,"Point","Buffer 0.5km","Full Buffer"
"3920","Buff05km","PAN17",NA,500,"All Parcels",351,"Point","Buffer 0.5km","Full Buffer"
"3921","Buff05km","PAN19",NA,500,"Landscan Sum",181,"Point","Buffer 0.5km","Full Buffer"
"3922","Buff05km","PAN19",NA,500,"Census Population",221.045179936011,"Point","Buffer 0.5km","Full Buffer"
"3923","Buff05km","PAN19",NA,500,"Parcel Building Count",140,"Point","Buffer 0.5km","Full Buffer"
"3924","Buff05km","PAN19",NA,500,"Residential Parcels",109,"Point","Buffer 0.5km","Full Buffer"
"3925","Buff05km","PAN19",NA,500,"All Parcels",232,"Point","Buffer 0.5km","Full Buffer"
"3926","Buff05km","PAN21",NA,500,"Landscan Sum",181,"Point","Buffer 0.5km","Full Buffer"
"3927","Buff05km","PAN21",NA,500,"Census Population",182.008016458348,"Point","Buffer 0.5km","Full Buffer"
"3928","Buff05km","PAN21",NA,500,"Parcel Building Count",110,"Point","Buffer 0.5km","Full Buffer"
"3929","Buff05km","PAN21",NA,500,"Residential Parcels",85,"Point","Buffer 0.5km","Full Buffer"
"3930","Buff05km","PAN21",NA,500,"All Parcels",146,"Point","Buffer 0.5km","Full Buffer"
"3931","Buff05km","PAR01",NA,500,"Landscan Sum",386,"Point","Buffer 0.5km","Full Buffer"
"3932","Buff05km","PAR01",NA,500,"Census Population",360.115356460247,"Point","Buffer 0.5km","Full Buffer"
"3933","Buff05km","PAR01",NA,500,"Parcel Building Count",203,"Point","Buffer 0.5km","Full Buffer"
"3934","Buff05km","PAR01",NA,500,"Residential Parcels",169,"Point","Buffer 0.5km","Full Buffer"
"3935","Buff05km","PAR01",NA,500,"All Parcels",233,"Point","Buffer 0.5km","Full Buffer"
"3936","Buff05km","PAR02",NA,500,"Landscan Sum",465,"Point","Buffer 0.5km","Full Buffer"
"3937","Buff05km","PAR02",NA,500,"Census Population",594.847419651198,"Point","Buffer 0.5km","Full Buffer"
"3938","Buff05km","PAR02",NA,500,"Parcel Building Count",290,"Point","Buffer 0.5km","Full Buffer"
"3939","Buff05km","PAR02",NA,500,"Residential Parcels",240,"Point","Buffer 0.5km","Full Buffer"
"3940","Buff05km","PAR02",NA,500,"All Parcels",325,"Point","Buffer 0.5km","Full Buffer"
"3941","Buff05km","PAR03",NA,500,"Landscan Sum",92,"Point","Buffer 0.5km","Full Buffer"
"3942","Buff05km","PAR03",NA,500,"Census Population",66.7601703991827,"Point","Buffer 0.5km","Full Buffer"
"3943","Buff05km","PAR03",NA,500,"Parcel Building Count",42,"Point","Buffer 0.5km","Full Buffer"
"3944","Buff05km","PAR03",NA,500,"Residential Parcels",42,"Point","Buffer 0.5km","Full Buffer"
"3945","Buff05km","PAR03",NA,500,"All Parcels",48,"Point","Buffer 0.5km","Full Buffer"
"3946","Buff05km","PAR04",NA,500,"Landscan Sum",140,"Point","Buffer 0.5km","Full Buffer"
"3947","Buff05km","PAR04",NA,500,"Census Population",179.121662782719,"Point","Buffer 0.5km","Full Buffer"
"3948","Buff05km","PAR04",NA,500,"Parcel Building Count",82,"Point","Buffer 0.5km","Full Buffer"
"3949","Buff05km","PAR04",NA,500,"Residential Parcels",77,"Point","Buffer 0.5km","Full Buffer"
"3950","Buff05km","PAR04",NA,500,"All Parcels",96,"Point","Buffer 0.5km","Full Buffer"
"3951","Buff05km","PAR05",NA,500,"Landscan Sum",58,"Point","Buffer 0.5km","Full Buffer"
"3952","Buff05km","PAR05",NA,500,"Census Population",118.31068822166,"Point","Buffer 0.5km","Full Buffer"
"3953","Buff05km","PAR05",NA,500,"Parcel Building Count",95,"Point","Buffer 0.5km","Full Buffer"
"3954","Buff05km","PAR05",NA,500,"Residential Parcels",72,"Point","Buffer 0.5km","Full Buffer"
"3955","Buff05km","PAR05",NA,500,"All Parcels",97,"Point","Buffer 0.5km","Full Buffer"
"3956","Buff05km","PAR06",NA,500,"Landscan Sum",286,"Point","Buffer 0.5km","Full Buffer"
"3957","Buff05km","PAR06",NA,500,"Census Population",382.319867993182,"Point","Buffer 0.5km","Full Buffer"
"3958","Buff05km","PAR06",NA,500,"Parcel Building Count",119,"Point","Buffer 0.5km","Full Buffer"
"3959","Buff05km","PAR06",NA,500,"Residential Parcels",82,"Point","Buffer 0.5km","Full Buffer"
"3960","Buff05km","PAR06",NA,500,"All Parcels",130,"Point","Buffer 0.5km","Full Buffer"
"3961","Buff05km","PSJ02",NA,500,"Landscan Sum",149,"Point","Buffer 0.5km","Full Buffer"
"3962","Buff05km","PSJ02",NA,500,"Census Population",319.478195228927,"Point","Buffer 0.5km","Full Buffer"
"3963","Buff05km","PSJ02",NA,500,"Parcel Building Count",189,"Point","Buffer 0.5km","Full Buffer"
"3964","Buff05km","PSJ02",NA,500,"Residential Parcels",194,"Point","Buffer 0.5km","Full Buffer"
"3965","Buff05km","PSJ02",NA,500,"All Parcels",291,"Point","Buffer 0.5km","Full Buffer"
"3966","Buff05km","PSJ03",NA,500,"Landscan Sum",132,"Point","Buffer 0.5km","Full Buffer"
"3967","Buff05km","PSJ03",NA,500,"Census Population",298.404897265958,"Point","Buffer 0.5km","Full Buffer"
"3968","Buff05km","PSJ03",NA,500,"Parcel Building Count",133,"Point","Buffer 0.5km","Full Buffer"
"3969","Buff05km","PSJ03",NA,500,"Residential Parcels",135,"Point","Buffer 0.5km","Full Buffer"
"3970","Buff05km","PSJ03",NA,500,"All Parcels",175,"Point","Buffer 0.5km","Full Buffer"
"3971","Buff05km","SPR01",NA,500,"Landscan Sum",449,"Point","Buffer 0.5km","Full Buffer"
"3972","Buff05km","SPR01",NA,500,"Census Population",373.280799926916,"Point","Buffer 0.5km","Full Buffer"
"3973","Buff05km","SPR01",NA,500,"Parcel Building Count",177,"Point","Buffer 0.5km","Full Buffer"
"3974","Buff05km","SPR01",NA,500,"Residential Parcels",127,"Point","Buffer 0.5km","Full Buffer"
"3975","Buff05km","SPR01",NA,500,"All Parcels",192,"Point","Buffer 0.5km","Full Buffer"
"3976","Buff05km","SPR02",NA,500,"Landscan Sum",630,"Point","Buffer 0.5km","Full Buffer"
"3977","Buff05km","SPR02",NA,500,"Census Population",591.739807120733,"Point","Buffer 0.5km","Full Buffer"
"3978","Buff05km","SPR02",NA,500,"Parcel Building Count",257,"Point","Buffer 0.5km","Full Buffer"
"3979","Buff05km","SPR02",NA,500,"Residential Parcels",252,"Point","Buffer 0.5km","Full Buffer"
"3980","Buff05km","SPR02",NA,500,"All Parcels",279,"Point","Buffer 0.5km","Full Buffer"
"3981","Buff05km","TYN01",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3982","Buff05km","TYN01",NA,500,"Census Population",0.0124733993799149,"Point","Buffer 0.5km","Full Buffer"
"3983","Buff05km","TYN01",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3984","Buff05km","TYN01",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3985","Buff05km","TYN01",NA,500,"All Parcels",1,"Point","Buffer 0.5km","Full Buffer"
"3986","Buff05km","TYN02",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3987","Buff05km","TYN02",NA,500,"Census Population",0.119675134488847,"Point","Buffer 0.5km","Full Buffer"
"3988","Buff05km","TYN02",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3989","Buff05km","TYN02",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3990","Buff05km","TYN02",NA,500,"All Parcels",1,"Point","Buffer 0.5km","Full Buffer"
"3991","Buff05km","TYN03",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3992","Buff05km","TYN03",NA,500,"Census Population",0,"Point","Buffer 0.5km","Full Buffer"
"3993","Buff05km","TYN03",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3994","Buff05km","TYN03",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"3995","Buff05km","TYN03",NA,500,"All Parcels",1,"Point","Buffer 0.5km","Full Buffer"
"3996","Buff05km","TYN04",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"3997","Buff05km","TYN04",NA,500,"Census Population",0,"Point","Buffer 0.5km","Full Buffer"
"3998","Buff05km","TYN04",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"3999","Buff05km","TYN04",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"4000","Buff05km","TYN04",NA,500,"All Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"4001","Buff05km","TYN05",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"4002","Buff05km","TYN05",NA,500,"Census Population",0,"Point","Buffer 0.5km","Full Buffer"
"4003","Buff05km","TYN05",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"4004","Buff05km","TYN05",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"4005","Buff05km","TYN05",NA,500,"All Parcels",1,"Point","Buffer 0.5km","Full Buffer"
"4006","Buff05km","TYN06",NA,500,"Landscan Sum",0,"Point","Buffer 0.5km","Full Buffer"
"4007","Buff05km","TYN06",NA,500,"Census Population",0.0359740814760389,"Point","Buffer 0.5km","Full Buffer"
"4008","Buff05km","TYN06",NA,500,"Parcel Building Count",0,"Point","Buffer 0.5km","Full Buffer"
"4009","Buff05km","TYN06",NA,500,"Residential Parcels",0,"Point","Buffer 0.5km","Full Buffer"
"4010","Buff05km","TYN06",NA,500,"All Parcels",2,"Point","Buffer 0.5km","Full Buffer"
"4011","Buff1km","APA01",NA,1000,"Landscan Sum",625,"Point","Buffer 1km","Full Buffer"
"4012","Buff1km","APA01",NA,1000,"Census Population",1283.77746607295,"Point","Buffer 1km","Full Buffer"
"4013","Buff1km","APA01",NA,1000,"Parcel Building Count",619,"Point","Buffer 1km","Full Buffer"
"4014","Buff1km","APA01",NA,1000,"Residential Parcels",568,"Point","Buffer 1km","Full Buffer"
"4015","Buff1km","APA01",NA,1000,"All Parcels",950,"Point","Buffer 1km","Full Buffer"
"4016","Buff1km","APA02",NA,1000,"Landscan Sum",353,"Point","Buffer 1km","Full Buffer"
"4017","Buff1km","APA02",NA,1000,"Census Population",660.594664610676,"Point","Buffer 1km","Full Buffer"
"4018","Buff1km","APA02",NA,1000,"Parcel Building Count",455,"Point","Buffer 1km","Full Buffer"
"4019","Buff1km","APA02",NA,1000,"Residential Parcels",406,"Point","Buffer 1km","Full Buffer"
"4020","Buff1km","APA02",NA,1000,"All Parcels",730,"Point","Buffer 1km","Full Buffer"
"4021","Buff1km","APA03",NA,1000,"Landscan Sum",114,"Point","Buffer 1km","Full Buffer"
"4022","Buff1km","APA03",NA,1000,"Census Population",510.831121436149,"Point","Buffer 1km","Full Buffer"
"4023","Buff1km","APA03",NA,1000,"Parcel Building Count",524,"Point","Buffer 1km","Full Buffer"
"4024","Buff1km","APA03",NA,1000,"Residential Parcels",376,"Point","Buffer 1km","Full Buffer"
"4025","Buff1km","APA03",NA,1000,"All Parcels",692,"Point","Buffer 1km","Full Buffer"
"4026","Buff1km","APA04",NA,1000,"Landscan Sum",94,"Point","Buffer 1km","Full Buffer"
"4027","Buff1km","APA04",NA,1000,"Census Population",372.726983820006,"Point","Buffer 1km","Full Buffer"
"4028","Buff1km","APA04",NA,1000,"Parcel Building Count",391,"Point","Buffer 1km","Full Buffer"
"4029","Buff1km","APA04",NA,1000,"Residential Parcels",259,"Point","Buffer 1km","Full Buffer"
"4030","Buff1km","APA04",NA,1000,"All Parcels",509,"Point","Buffer 1km","Full Buffer"
"4031","Buff1km","APA05",NA,1000,"Landscan Sum",754,"Point","Buffer 1km","Full Buffer"
"4032","Buff1km","APA05",NA,1000,"Census Population",1458.94277428228,"Point","Buffer 1km","Full Buffer"
"4033","Buff1km","APA05",NA,1000,"Parcel Building Count",692,"Point","Buffer 1km","Full Buffer"
"4034","Buff1km","APA05",NA,1000,"Residential Parcels",652,"Point","Buffer 1km","Full Buffer"
"4035","Buff1km","APA05",NA,1000,"All Parcels",955,"Point","Buffer 1km","Full Buffer"
"4036","Buff1km","APA06",NA,1000,"Landscan Sum",673,"Point","Buffer 1km","Full Buffer"
"4037","Buff1km","APA06",NA,1000,"Census Population",1416.19252644193,"Point","Buffer 1km","Full Buffer"
"4038","Buff1km","APA06",NA,1000,"Parcel Building Count",798,"Point","Buffer 1km","Full Buffer"
"4039","Buff1km","APA06",NA,1000,"Residential Parcels",762,"Point","Buffer 1km","Full Buffer"
"4040","Buff1km","APA06",NA,1000,"All Parcels",1086,"Point","Buffer 1km","Full Buffer"
"4041","Buff1km","APA07",NA,1000,"Landscan Sum",350,"Point","Buffer 1km","Full Buffer"
"4042","Buff1km","APA07",NA,1000,"Census Population",895.177794308123,"Point","Buffer 1km","Full Buffer"
"4043","Buff1km","APA07",NA,1000,"Parcel Building Count",776,"Point","Buffer 1km","Full Buffer"
"4044","Buff1km","APA07",NA,1000,"Residential Parcels",609,"Point","Buffer 1km","Full Buffer"
"4045","Buff1km","APA07",NA,1000,"All Parcels",1090,"Point","Buffer 1km","Full Buffer"
"4046","Buff1km","APA08",NA,1000,"Landscan Sum",433,"Point","Buffer 1km","Full Buffer"
"4047","Buff1km","APA08",NA,1000,"Census Population",1233.43881015169,"Point","Buffer 1km","Full Buffer"
"4048","Buff1km","APA08",NA,1000,"Parcel Building Count",955,"Point","Buffer 1km","Full Buffer"
"4049","Buff1km","APA08",NA,1000,"Residential Parcels",777,"Point","Buffer 1km","Full Buffer"
"4050","Buff1km","APA08",NA,1000,"All Parcels",1277,"Point","Buffer 1km","Full Buffer"
"4051","Buff1km","BAY01",NA,1000,"Landscan Sum",75,"Point","Buffer 1km","Full Buffer"
"4052","Buff1km","BAY01",NA,1000,"Census Population",138.612722666106,"Point","Buffer 1km","Full Buffer"
"4053","Buff1km","BAY01",NA,1000,"Parcel Building Count",107,"Point","Buffer 1km","Full Buffer"
"4054","Buff1km","BAY01",NA,1000,"Residential Parcels",91,"Point","Buffer 1km","Full Buffer"
"4055","Buff1km","BAY01",NA,1000,"All Parcels",178,"Point","Buffer 1km","Full Buffer"
"4056","Buff1km","BAY03",NA,1000,"Landscan Sum",0,"Point","Buffer 1km","Full Buffer"
"4057","Buff1km","BAY03",NA,1000,"Census Population",0,"Point","Buffer 1km","Full Buffer"
"4058","Buff1km","BAY03",NA,1000,"Parcel Building Count",0,"Point","Buffer 1km","Full Buffer"
"4059","Buff1km","BAY03",NA,1000,"Residential Parcels",0,"Point","Buffer 1km","Full Buffer"
"4060","Buff1km","BAY03",NA,1000,"All Parcels",0,"Point","Buffer 1km","Full Buffer"
"4061","Buff1km","BAY04",NA,1000,"Landscan Sum",54,"Point","Buffer 1km","Full Buffer"
"4062","Buff1km","BAY04",NA,1000,"Census Population",47.5588614706656,"Point","Buffer 1km","Full Buffer"
"4063","Buff1km","BAY04",NA,1000,"Parcel Building Count",24,"Point","Buffer 1km","Full Buffer"
